SNP	Chr	Pos
ipSNP35893	5	59608247
ipSNP35894	5	59718490
ipSNP35895	5	59718641
ipSNP35896	5	59721744
ipSNP35901	5	59726156
ipSNP35902	5	59726168
ipSNP35903	5	59726191
ipSNP35904	5	59726234
ipSNP35905	5	59727993
ipSNP35906	5	59805432
ipSNP35907	5	59807709
ipSNP35908	5	59808261
ipSNP35909	5	59808285
ipSNP35910	5	59808572
ipSNP35911	5	59808606
ipSNP35912	5	59808612
ipSNP35913	5	59808634
ipSNP35915	5	59974794
ipSNP35916	5	59974806
ipSNP35917	5	59979075
ipSNP35918	5	59979078
ipSNP35919	5	59979207
ipSNP35920	5	59979445
ipSNP35921	5	59979451
ipSNP35922	5	59979532
ipSNP35923	5	59979549
ipSNP35924	5	59979551
ipSNP35925	5	59995481
ipSNP35926	5	59998810
ipSNP35930	5	60133494
ipSNP35931	5	60133600
ipSNP35932	5	60133686
ipSNP35937	5	60135199
ipSNP35938	5	60135253
ipSNP35939	5	60245657
ipSNP35940	5	60246768
ipSNP35941	5	60246799
ipSNP35942	5	60657110
ipSNP35943	5	60775330
ipSNP35944	5	60775333
ipSNP35945	5	60775413
ipSNP35946	5	60775444
ipSNP35951	5	60804319
ipSNP35952	5	60804348
ipSNP35953	5	60993413
ipSNP35954	5	60993430
ipSNP35955	5	60995665
ipSNP35957	5	60995809
ipSNP35958	5	60997045
ipSNP35959	5	60997228
ipSNP35960	5	60999978
ipSNP35961	5	61000010
ipSNP35962	5	61003827
ipSNP35963	5	61073722
ipSNP35964	5	61073730
ipSNP35965	5	61073745
ipSNP35966	5	61073788
ipSNP35969	5	61428803
ipSNP35970	5	61428812
ipSNP35971	5	61673529
ipSNP35972	5	61675206
ipSNP35975	5	61677666
ipSNP35976	5	61696772
ipSNP35978	5	61697351
ipSNP35979	5	61697390
ipSNP35980	5	61697424
ipSNP35981	5	61697453
ipSNP35982	5	61755289
ipSNP35983	5	61755296
ipSNP35984	5	61757300
ipSNP35985	5	61757302
ipSNP35986	5	61800985
ipSNP35987	5	61800994
ipSNP35988	5	61800995
ipSNP35989	5	61801008
ipSNP35990	5	61801158
ipSNP35991	5	61801233
ipSNP35992	5	61801235
ipSNP35996	5	61957655
ipSNP35997	5	62025571
ipSNP35998	5	62026658
ipSNP35999	5	62026659
ipSNP36000	5	62026667
ipSNP36001	5	62026674
ipSNP36002	5	62026678
ipSNP36003	5	62026717
ipSNP36004	5	62026751
ipSNP36005	5	62026755
ipSNP36006	5	62027316
ipSNP36008	5	62107405
ipSNP36009	5	62107744
ipSNP36010	5	62109988
ipSNP36011	5	62109999
ipSNP36012	5	62110011
ipSNP36013	5	62110021
ipSNP36014	5	62110128
ipSNP36015	5	62110129
ipSNP36016	5	62110130
ipSNP36017	5	62110139
ipSNP36018	5	62110171
ipSNP36019	5	62113999
ipSNP36020	5	62188638
ipSNP36021	5	62603867
ipSNP36022	5	62604524
ipSNP36023	5	62604657
ipSNP36026	5	62756695
ipSNP36027	5	62756706
ipSNP36028	5	62756713
ipSNP36029	5	62757068
ipSNP36030	5	62757071
ipSNP36031	5	62757115
ipSNP36032	5	62921059
ipSNP36033	5	62971417
ipSNP36034	5	62971453
ipSNP36035	5	62971822
ipSNP36036	5	62971873
ipSNP36037	5	63425166
ipSNP36038	5	63541815
ipSNP36039	5	63541816
ipSNP36040	5	63567921
ipSNP36041	5	63640194
ipSNP36042	5	63706697
ipSNP36043	5	63709564
ipSNP36044	5	63713904
ipSNP36045	5	63801506
ipSNP36046	5	63802516
ipSNP36047	5	63828438
ipSNP36048	5	63828455
ipSNP36049	5	64114033
ipSNP36050	5	64121357
ipSNP36051	5	64121358
ipSNP36052	5	64121405
ipSNP36053	5	64251060
ipSNP36054	5	64253586
ipSNP36055	5	64253587
ipSNP36056	5	64253588
ipSNP36057	5	64768283
ipSNP36058	5	64768702
ipSNP36059	5	65022196
ipSNP36060	5	65110963
ipSNP36061	5	65114883
ipSNP36062	5	65121322
ipSNP36063	5	65419188
ipSNP36064	5	65421993
ipSNP36065	5	65421997
ipSNP36066	5	65434964
ipSNP36067	5	65435037
ipSNP36068	5	65438203
ipSNP36069	5	65442173
ipSNP36070	5	65442214
ipSNP36071	5	65442370
ipSNP36072	5	65444060
ipSNP36073	5	65444202
ipSNP36074	5	65444230
ipSNP36075	5	65450442
ipSNP36078	5	65940547
ipSNP36079	5	65949031
ipSNP36080	5	65951045
ipSNP36081	5	65956149
ipSNP36082	5	66021694
ipSNP36083	5	66038012
ipSNP36084	5	66038102
ipSNP36085	5	66428796
ipSNP36086	5	66840251
ipSNP36087	5	66999872
ipSNP36088	5	67504073
ipSNP36089	5	67504692
ipSNP36090	5	67563322
ipSNP36091	5	67734395
ipSNP36094	5	68024710
ipSNP36095	5	68024715
ipSNP36096	5	68024732
ipSNP36097	5	68309236
ipSNP36098	5	68309323
ipSNP36099	5	68309365
ipSNP36101	5	68398118
ipSNP36102	5	68398130
ipSNP36103	5	68399401
ipSNP36104	5	68405679
ipSNP36105	5	68405714
ipSNP36111	5	68422815
ipSNP36112	5	68424836
ipSNP36114	5	68513518
ipSNP36115	5	68513521
ipSNP36116	5	68513525
ipSNP36117	5	68513622
ipSNP36119	5	68514520
ipSNP36120	5	68514550
ipSNP36121	5	68515487
ipSNP36122	5	68515771
ipSNP36123	5	68515773
ipSNP36124	5	68515787
ipSNP36125	5	68516908
ipSNP36126	5	68516930
ipSNP36127	5	68523731
ipSNP36128	5	68523779
ipSNP36129	5	68646963
ipSNP36130	5	68646971
ipSNP36131	5	68646973
ipSNP36132	5	68646976
ipSNP36133	5	68646977
ipSNP36134	5	68646980
ipSNP36135	5	68647055
ipSNP36136	5	68651186
ipSNP36137	5	68651217
ipSNP36138	5	68651545
ipSNP36139	5	68652879
ipSNP36140	5	68652889
ipSNP36141	5	68653264
ipSNP36142	5	68653873
ipSNP36143	5	68654188
ipSNP36144	5	69098175
ipSNP36145	5	69101154
ipSNP36146	5	69101949
ipSNP36147	5	69116584
ipSNP36148	5	69118551
ipSNP36149	5	69118557
ipSNP36150	5	69118565
ipSNP36151	5	69118579
ipSNP36152	5	69120089
ipSNP36155	5	69125858
ipSNP36156	5	69286151
ipSNP36157	5	69286225
ipSNP36158	5	69302850
ipSNP36159	5	69302961
ipSNP36160	5	69303025
ipSNP36161	5	69303038
ipSNP36163	5	69306697
ipSNP36165	5	69306843
ipSNP36166	5	69308290
ipSNP36167	5	69308339
ipSNP36168	5	69308423
ipSNP36169	5	69452829
ipSNP36170	5	69452832
ipSNP36171	5	69452835
ipSNP36172	5	69452836
ipSNP36174	5	69971496
ipSNP36175	5	69971515
ipSNP36176	5	69971517
ipSNP36177	5	69971892
ipSNP36178	5	69971937
ipSNP36179	5	70044093
ipSNP36180	5	70044110
ipSNP36181	5	70044159
ipSNP36182	5	70044890
ipSNP36183	5	70048746
ipSNP36184	5	70062349
ipSNP36185	5	70062494
ipSNP36186	5	70063644
ipSNP36187	5	70063724
ipSNP36188	5	70082568
ipSNP36189	5	70082586
ipSNP36192	5	70083540
ipSNP36193	5	70083555
ipSNP36194	5	70086058
ipSNP36195	5	70086066
ipSNP36196	5	70086068
ipSNP36197	5	70086082
ipSNP36198	5	70086101
ipSNP36199	5	70086111
ipSNP36200	5	70548751
ipSNP36201	5	70548764
ipSNP36202	5	70548909
ipSNP36203	5	70548910
ipSNP36204	5	70548929
ipSNP36206	5	70622349
ipSNP36207	5	70622579
ipSNP36208	5	70622617
ipSNP36209	5	70623763
ipSNP36210	5	70624745
ipSNP36211	5	70624752
ipSNP36212	5	70624889
ipSNP36213	5	70624913
ipSNP36214	5	70683741
ipSNP36215	5	70773272
ipSNP36216	5	70773278
ipSNP36217	5	70773399
ipSNP36218	5	70774915
ipSNP36219	5	70774939
ipSNP36220	5	70776941
ipSNP36221	5	70776969
ipSNP36222	5	70777658
ipSNP36223	5	70777685
ipSNP36224	5	70777712
ipSNP36225	5	70777717
ipSNP36226	5	70780092
ipSNP36227	5	70780102
ipSNP36228	5	70783205
ipSNP36229	5	70869380
ipSNP36230	5	70870353
ipSNP36231	5	70870362
ipSNP36232	5	70870434
ipSNP36233	5	70870506
ipSNP36234	5	70870604
ipSNP36235	5	70870638
ipSNP36236	5	70870652
ipSNP36237	5	70870679
ipSNP36238	5	70871511
ipSNP36240	5	70883568
ipSNP36241	5	70885926
ipSNP36242	5	70885947
ipSNP36243	5	71266152
ipSNP36244	5	71381450
ipSNP36246	5	71701626
ipSNP36247	5	71701627
ipSNP36248	5	71701628
ipSNP36249	5	71701634
ipSNP36250	5	71701793
ipSNP36251	5	71848753
ipSNP36252	5	71848762
ipSNP36253	5	71849787
ipSNP36254	5	71849798
ipSNP36255	5	71851438
ipSNP36256	5	71851447
ipSNP36257	5	71851473
ipSNP36258	5	71851495
ipSNP36259	5	71852741
ipSNP36260	5	71852744
ipSNP36261	5	71852763
ipSNP36262	5	71852764
ipSNP36263	5	71852809
ipSNP36264	5	71853018
ipSNP36265	5	71853037
ipSNP36266	5	71899880
ipSNP36267	5	72594885
ipSNP36268	5	72623251
ipSNP36270	5	72623284
ipSNP36271	5	72623304
ipSNP36272	5	72677178
ipSNP36273	5	72677193
ipSNP36274	5	72696594
ipSNP36277	5	73045795
ipSNP36278	5	73051820
ipSNP36279	5	73051851
ipSNP36280	5	73055149
ipSNP36281	5	73055169
ipSNP36283	5	73122891
ipSNP36284	5	73124239
ipSNP36285	5	73124266
ipSNP36286	5	73124284
ipSNP36287	5	73130559
ipSNP36288	5	74165286
ipSNP36289	5	74165301
ipSNP36290	5	74288981
ipSNP36291	5	74288985
ipSNP36292	5	74289024
ipSNP36293	5	74289065
ipSNP36294	5	74289125
ipSNP36295	5	74291182
ipSNP36296	5	74291200
ipSNP36297	5	74291248
ipSNP36298	5	74291915
ipSNP36299	5	74407569
ipSNP36300	5	74407570
ipSNP36301	5	74450607
ipSNP36302	5	74450612
ipSNP36303	5	74450615
ipSNP36304	5	74450618
ipSNP36305	5	74450626
ipSNP36306	5	74451357
ipSNP36307	5	74451449
ipSNP36308	5	74451464
ipSNP36309	5	74451470
ipSNP36310	5	74451533
ipSNP36311	5	74451569
ipSNP36312	5	74501343
ipSNP36314	5	74501383
ipSNP36315	5	74501452
ipSNP36316	5	74502978
ipSNP36317	5	74502987
ipSNP36318	5	74503066
ipSNP36319	5	74503067
ipSNP36320	5	74503079
ipSNP36321	5	74503099
ipSNP36322	5	74503103
ipSNP36323	5	74504336
ipSNP36324	5	74504362
ipSNP36325	5	74510867
ipSNP36327	5	74546011
ipSNP36329	5	74614483
ipSNP36330	5	74617098
ipSNP36331	5	74617110
ipSNP36332	5	74617127
ipSNP36333	5	74617128
ipSNP36334	5	74617129
ipSNP36335	5	74621236
ipSNP36337	5	74625332
ipSNP36338	5	74641362
ipSNP36339	5	74641374
ipSNP36340	5	74641440
ipSNP36342	5	74643509
ipSNP36343	5	74643554
ipSNP36344	5	74653775
ipSNP36345	5	74653782
ipSNP36346	5	74657064
ipSNP36347	5	74657076
ipSNP36348	5	74657113
ipSNP36349	5	74657699
ipSNP36350	5	74657702
ipSNP36351	5	74657726
ipSNP36352	5	74660974
ipSNP36353	5	74660980
ipSNP36354	5	74660988
ipSNP36355	5	74660994
ipSNP36356	5	74662097
ipSNP36357	5	74666936
ipSNP36358	5	74666941
ipSNP36359	5	74730987
ipSNP36360	5	74761334
ipSNP36361	5	74891682
ipSNP36362	5	74894308
ipSNP36363	5	74900067
ipSNP36365	5	74910598
ipSNP36366	5	74910602
ipSNP36367	5	74910604
ipSNP36368	5	74910605
ipSNP36369	5	74910608
ipSNP36370	5	74910610
ipSNP36373	5	74916461
ipSNP36374	5	74918706
ipSNP36375	5	74919258
ipSNP36376	5	75085879
ipSNP36377	5	75086689
ipSNP36378	5	75800782
ipSNP36379	5	75800804
ipSNP36380	5	75886672
ipSNP36381	5	75935777
ipSNP36382	5	75938939
ipSNP36383	5	75939074
ipSNP36384	5	75939116
ipSNP36385	5	76116871
ipSNP36386	5	76212739
ipSNP36387	5	76216149
ipSNP36388	5	76216154
ipSNP36389	5	76216185
ipSNP36390	5	76216595
ipSNP36391	5	76216596
ipSNP36392	5	76216598
ipSNP36393	5	76216600
ipSNP36394	5	76216603
ipSNP36395	5	76216604
ipSNP36396	5	76216605
ipSNP36397	5	76216606
ipSNP36398	5	76216609
ipSNP36399	5	76216610
ipSNP36400	5	76216613
ipSNP36401	5	76216615
ipSNP36402	5	76216636
ipSNP36403	5	76217394
ipSNP36404	5	76217395
ipSNP36405	5	76217399
ipSNP36406	5	76217421
ipSNP36407	5	76217442
ipSNP36409	5	76218927
ipSNP36410	5	76218937
ipSNP36411	5	76219419
ipSNP36412	5	76377792
ipSNP36413	5	76381575
ipSNP36414	5	76381578
ipSNP36415	5	76381644
ipSNP36416	5	76381650
ipSNP36417	5	76383388
ipSNP36418	5	76383469
ipSNP36419	5	76383533
ipSNP36420	5	76384700
ipSNP36421	5	76393408
ipSNP36422	5	76393411
ipSNP36423	5	76393413
ipSNP36424	5	76393443
ipSNP36425	5	76428313
ipSNP36426	5	76428342
ipSNP36427	5	76428858
ipSNP36429	5	76429004
ipSNP36431	5	76432127
ipSNP36432	5	76432183
ipSNP36434	5	76434710
ipSNP36435	5	76434713
ipSNP36436	5	76434717
ipSNP36437	5	76434724
ipSNP36438	5	76469299
ipSNP36439	5	76469301
ipSNP36440	5	76469333
ipSNP36441	5	76469334
ipSNP36442	5	76469335
ipSNP36443	5	76469340
ipSNP36444	5	76469342
ipSNP36445	5	76469356
ipSNP36446	5	76613698
ipSNP36447	5	76613717
ipSNP36449	5	76625181
ipSNP36450	5	76625327
ipSNP36451	5	76633652
ipSNP36452	5	76633656
ipSNP36453	5	76634818
ipSNP36454	5	76634832
ipSNP36455	5	76635619
ipSNP36456	5	76635621
ipSNP36457	5	76681817
ipSNP36458	5	76681826
ipSNP36459	5	76681867
ipSNP36460	5	76681886
ipSNP36461	5	76683644
ipSNP36462	5	76683655
ipSNP36463	5	76683661
ipSNP36464	5	76684492
ipSNP36465	5	76684504
ipSNP36466	5	76728805
ipSNP36467	5	76728806
ipSNP36468	5	76914928
ipSNP36469	5	76951245
ipSNP36470	5	76954833
ipSNP36471	5	77096417
ipSNP36472	5	77198251
ipSNP36473	5	77198702
ipSNP36474	5	77198833
ipSNP36475	5	77198855
ipSNP36476	5	77254845
ipSNP36477	5	77255605
ipSNP36478	5	77260741
ipSNP36479	5	77271943
ipSNP36480	5	77273366
ipSNP36481	5	77273428
ipSNP36482	5	77434059
ipSNP36483	5	77434061
ipSNP36484	5	77434062
ipSNP36485	5	77434338
ipSNP36486	5	77434359
ipSNP36487	5	77435034
ipSNP36488	5	77435052
ipSNP36489	5	77435301
ipSNP36490	5	77437229
ipSNP36491	5	77437231
ipSNP36492	5	77437420
ipSNP36493	5	77437427
ipSNP36494	5	77508121
ipSNP36495	5	77526795
ipSNP36496	5	77526821
ipSNP36497	5	77526825
ipSNP36498	5	77526837
ipSNP36499	5	77747401
ipSNP36500	5	77747416
ipSNP36501	5	77747548
ipSNP36502	5	77748104
ipSNP36503	5	77748125
ipSNP36506	5	77750932
ipSNP36507	5	77750944
ipSNP36508	5	77750950
ipSNP36509	5	77751001
ipSNP36510	5	77751020
ipSNP36511	5	77751026
ipSNP36512	5	77751803
ipSNP36513	5	77751807
ipSNP36514	5	77751812
ipSNP36515	5	77751813
ipSNP36516	5	77751817
ipSNP36517	5	77751822
ipSNP36518	5	77751852
ipSNP36519	5	77751853
ipSNP36520	5	77751861
ipSNP36521	5	77752159
ipSNP36522	5	77752173
ipSNP36523	5	77754540
ipSNP36524	5	77760290
ipSNP36525	5	77760291
ipSNP36526	5	77760306
ipSNP36528	5	77776355
ipSNP36529	5	77776359
ipSNP36530	5	77994061
ipSNP36531	5	77994853
ipSNP36532	5	77994855
ipSNP36533	5	77994857
ipSNP36534	5	77994862
ipSNP36535	5	77994863
ipSNP36536	5	77994866
ipSNP36537	5	77994870
ipSNP36538	5	77994877
ipSNP36539	5	77994879
ipSNP36540	5	77994880
ipSNP36541	5	77994882
ipSNP36542	5	77994884
ipSNP36543	5	77994894
ipSNP36544	5	77994896
ipSNP36545	5	77994898
ipSNP36546	5	77994899
ipSNP36547	5	77994901
ipSNP36548	5	77994964
ipSNP36549	5	77995135
ipSNP36550	5	77995150
ipSNP36551	5	78389179
ipSNP36552	5	78389186
ipSNP36553	5	78389194
ipSNP36554	5	78427134
ipSNP36555	5	78427140
ipSNP36556	5	78427240
ipSNP36557	5	78427292
ipSNP36558	5	78639321
ipSNP36559	5	78639330
ipSNP36560	5	78639347
ipSNP36561	5	78641282
ipSNP36562	5	78641349
ipSNP36563	5	78779751
ipSNP36564	5	79710928
ipSNP36565	5	79710930
ipSNP36566	5	79710974
ipSNP36567	5	79851377
ipSNP36568	5	79857721
ipSNP36569	5	79858775
ipSNP36570	5	79866819
ipSNP36571	5	79866858
ipSNP36572	5	79866885
ipSNP36573	5	79867347
ipSNP36574	5	80196189
ipSNP36575	5	80272804
ipSNP36576	5	80282481
ipSNP36577	5	80282506
ipSNP36578	5	80282522
ipSNP36579	5	80672412
ipSNP36580	5	80719063
ipSNP36581	5	80803161
ipSNP36582	5	80804488
ipSNP36583	5	80806723
ipSNP36584	5	80806780
ipSNP36585	5	80807971
ipSNP36586	5	80833093
ipSNP36587	5	80835454
ipSNP36588	5	80835473
ipSNP36591	5	80969487
ipSNP36592	5	80969492
ipSNP36593	5	80969498
ipSNP36594	5	80969998
ipSNP36595	5	80970003
ipSNP36596	5	80970381
ipSNP36597	5	80970545
ipSNP36598	5	80970618
ipSNP36599	5	80971566
ipSNP36600	5	80971601
ipSNP36601	5	80973086
ipSNP36602	5	80973096
ipSNP36603	5	80973680
ipSNP36609	5	81794103
ipSNP36610	5	81806101
ipSNP36611	5	81863240
ipSNP36612	5	81951930
ipSNP36613	5	81951950
ipSNP36614	5	82069429
ipSNP36615	5	82069433
ipSNP36616	5	82234158
ipSNP36617	5	82234976
ipSNP36618	5	82234980
ipSNP36619	5	82236011
ipSNP36620	5	82325945
ipSNP36621	5	82326164
ipSNP36622	5	82326170
ipSNP36623	5	82326172
ipSNP36624	5	82423668
ipSNP36625	5	82423678
ipSNP36626	5	82423681
ipSNP36627	5	82427880
ipSNP36628	5	82446943
ipSNP36629	5	82547771
ipSNP36630	5	82547805
ipSNP36633	5	82550927
ipSNP36634	5	82550928
ipSNP36635	5	82609792
ipSNP36636	5	82676784
ipSNP36637	5	82676810
ipSNP36638	5	82676823
ipSNP36639	5	82676867
ipSNP36640	5	82883068
ipSNP36641	5	82911117
ipSNP36642	5	82953239
ipSNP36643	5	82953397
ipSNP36644	5	82953467
ipSNP36645	5	82953468
ipSNP36646	5	82953496
ipSNP36647	5	82953535
ipSNP36648	5	82953574
ipSNP36649	5	82953592
ipSNP36650	5	82953695
ipSNP36651	5	82953709
ipSNP36652	5	82955621
ipSNP36653	5	82955916
ipSNP36654	5	82956153
ipSNP36655	5	83023523
ipSNP36656	5	83110391
ipSNP36658	5	83110420
ipSNP36659	5	83110428
ipSNP36660	5	83110431
ipSNP36664	5	83133235
ipSNP36665	5	83133282
ipSNP36667	5	83277422
ipSNP36669	5	83405363
ipSNP36670	5	83560144
ipSNP36671	5	83745296
ipSNP36672	5	83859926
ipSNP36673	5	83861266
ipSNP36674	5	83864778
ipSNP36676	5	83865171
ipSNP36677	5	83865189
ipSNP36678	5	83865531
ipSNP36679	5	83867996
ipSNP36680	5	83868001
ipSNP36681	5	83868009
ipSNP36682	5	83868038
ipSNP36684	5	83894263
ipSNP36685	5	84063981
ipSNP36686	5	84063998
ipSNP36687	5	84104119
ipSNP36688	5	84104138
ipSNP36689	5	84104174
ipSNP36690	5	84104176
ipSNP36691	5	84104398
ipSNP36692	5	84104404
ipSNP36693	5	84104987
ipSNP36695	5	84825469
ipSNP36696	5	84825471
ipSNP36697	5	84825527
ipSNP36698	5	84825551
ipSNP36699	5	84841674
ipSNP36700	5	84841675
ipSNP36701	5	84841805
ipSNP36702	5	84843039
ipSNP36703	5	84843056
ipSNP36704	5	84843099
ipSNP36705	5	85074924
ipSNP36706	5	85074948
ipSNP36707	5	85074949
ipSNP36708	5	85074972
ipSNP36710	5	85235283
ipSNP36711	5	85235552
ipSNP36712	5	85235583
ipSNP36713	5	85252560
ipSNP36714	5	85252592
ipSNP36715	5	85252594
ipSNP36719	5	85722620
ipSNP36720	5	85722707
ipSNP36721	5	85741999
ipSNP36722	5	85742101
ipSNP36723	5	85858763
ipSNP36730	5	86013472
ipSNP36733	5	86013588
ipSNP36734	5	86013655
ipSNP36735	5	86013724
ipSNP36736	5	86013737
ipSNP36737	5	86014049
ipSNP36738	5	86032975
ipSNP36739	5	86032981
ipSNP36740	5	86033024
ipSNP36741	5	86033025
ipSNP36742	5	86033028
ipSNP36743	5	86033031
ipSNP36744	5	86072300
ipSNP36745	5	86143465
ipSNP36746	5	86144916
ipSNP36747	5	86144920
ipSNP36748	5	86151631
ipSNP36749	5	86190567
ipSNP36750	5	86190596
ipSNP36751	5	86222247
ipSNP36752	5	86222275
ipSNP36753	5	86222439
ipSNP36754	5	86261290
ipSNP36755	5	86261291
ipSNP36756	5	86261311
ipSNP36757	5	86261780
ipSNP36758	5	86263121
ipSNP36760	5	86824716
ipSNP36761	5	86846517
ipSNP36762	5	86846544
ipSNP36763	5	86847469
ipSNP36764	5	86861333
ipSNP36765	5	86866543
ipSNP36766	5	86866606
ipSNP36767	5	87035717
ipSNP36768	5	87035758
ipSNP36769	5	87036559
ipSNP36771	5	87112944
ipSNP36772	5	87112989
ipSNP36773	5	87113151
ipSNP36774	5	87114016
ipSNP36775	5	87114074
ipSNP36776	5	87114077
ipSNP36777	5	87114079
ipSNP36778	5	87114080
ipSNP36779	5	87114083
ipSNP36780	5	87114086
ipSNP36781	5	87114087
ipSNP36782	5	87114207
ipSNP36783	5	87362714
ipSNP36784	5	87411781
ipSNP36785	5	87646657
ipSNP36786	5	87646659
ipSNP36787	5	87721501
ipSNP36788	5	87721523
ipSNP36789	5	87721531
ipSNP36790	5	87722061
ipSNP36791	5	87722080
ipSNP36792	5	87722122
ipSNP36793	5	87722124
ipSNP36794	5	87722141
ipSNP36795	5	87790055
ipSNP36796	5	87949464
ipSNP36797	5	87949497
ipSNP36798	5	88044737
ipSNP36799	5	88047318
ipSNP36800	5	88047468
ipSNP36801	5	88047491
ipSNP36802	5	88187659
ipSNP36803	5	88187662
ipSNP36804	5	88189010
ipSNP36805	5	88189047
ipSNP36806	5	88189433
ipSNP36807	5	88249355
ipSNP36808	5	88256404
ipSNP36809	5	88256443
ipSNP36810	5	88256449
ipSNP36811	5	88334348
ipSNP36812	5	88334356
ipSNP36813	5	88334358
ipSNP36814	5	88608520
ipSNP36815	5	88608539
ipSNP36816	5	88608546
ipSNP36817	5	88664278
ipSNP36818	5	88664285
ipSNP36819	5	88664354
ipSNP36820	5	88791668
ipSNP36821	5	88792060
ipSNP36822	5	88793698
ipSNP36823	5	88793701
ipSNP36824	5	88793702
ipSNP36825	5	88793703
ipSNP36834	5	88793994
ipSNP36835	5	88794002
ipSNP36836	5	88794065
ipSNP36837	5	89003905
ipSNP36838	5	89004694
ipSNP36839	5	89007277
ipSNP36840	5	89007288
ipSNP36855	5	89154831
ipSNP36856	5	89154849
ipSNP36857	5	89154860
ipSNP36858	5	89154863
ipSNP36859	5	89154864
ipSNP36860	5	89154868
ipSNP36861	5	89154871
ipSNP36862	5	89156625
ipSNP36863	5	89156634
ipSNP36864	5	89156645
ipSNP36865	5	89156685
ipSNP36866	5	89156735
ipSNP36867	5	89156774
ipSNP36870	5	89288232
ipSNP36871	5	89288255
ipSNP36872	5	89320081
ipSNP36873	5	89320096
ipSNP36874	5	89320112
ipSNP36875	5	89409639
ipSNP36876	5	89410029
ipSNP36877	5	89410031
ipSNP36878	5	89410032
ipSNP36879	5	89450175
ipSNP36880	5	89450176
ipSNP36881	5	89450184
ipSNP36882	5	89450203
ipSNP36883	5	89708784
ipSNP36884	5	89708824
ipSNP36885	5	89715978
ipSNP36886	5	89715981
ipSNP36887	5	89715986
ipSNP36888	5	89716001
ipSNP36889	5	89726406
ipSNP36890	5	89769892
ipSNP36891	5	89859251
ipSNP36893	5	90102868
ipSNP36894	5	90341370
ipSNP36895	5	90341371
ipSNP36896	5	90341421
ipSNP36897	5	90343409
ipSNP36899	5	90345336
ipSNP36900	5	90346065
ipSNP36901	5	90347173
ipSNP36902	5	90426902
ipSNP36903	5	90763389
ipSNP36904	5	90763458
ipSNP36905	5	90763523
ipSNP36906	5	90763722
ipSNP36909	5	90764011
ipSNP36910	5	90859150
ipSNP36912	5	91059237
ipSNP36913	5	91059239
ipSNP36914	5	91059246
ipSNP36915	5	91161064
ipSNP36916	5	91356835
ipSNP36917	5	92272043
ipSNP36918	5	92272112
ipSNP36919	5	92791008
ipSNP36920	5	92791040
ipSNP36921	5	92804989
ipSNP36922	5	92805032
ipSNP36923	5	92805480
ipSNP36924	5	93023851
ipSNP36925	5	93023882
ipSNP36926	5	93232170
ipSNP36927	5	93232896
ipSNP36928	5	93236055
ipSNP36929	5	93236479
ipSNP36930	5	93236544
ipSNP36931	5	93236596
ipSNP36932	5	93240239
ipSNP36933	5	93515076
ipSNP36937	5	93516173
ipSNP36938	5	93518722
ipSNP36939	5	93518733
ipSNP36940	5	93518734
ipSNP36941	5	93518774
ipSNP36942	5	93580100
ipSNP36944	5	93581333
ipSNP36945	5	93581338
ipSNP36947	5	94227550
ipSNP36948	5	94257952
ipSNP36949	5	94666282
ipSNP36950	5	94666292
ipSNP36951	5	94666293
ipSNP36952	5	94666300
ipSNP36953	5	94944387
ipSNP36954	5	95001614
ipSNP36955	5	95001617
ipSNP36956	5	95001624
ipSNP36957	5	95001980
ipSNP36958	5	95001993
ipSNP36959	5	95002808
ipSNP36960	5	95214317
ipSNP36961	5	95214378
ipSNP36962	5	95214379
ipSNP36963	5	97269139
ipSNP36964	5	98223550
ipSNP36965	5	98589750
ipSNP36966	5	99928943
ipSNP36967	5	100686088
ipSNP36968	5	100695700
ipSNP36969	5	100701761
ipSNP36970	5	100701772
ipSNP36971	5	100734865
ipSNP36972	5	101170822
ipSNP36973	5	101300441
ipSNP36974	5	101585649
ipSNP36975	5	102493606
ipSNP36976	5	103236996
ipSNP36978	5	104970068
ipSNP36987	5	105696131
ipSNP36988	5	105701761
ipSNP36989	5	106634957
ipSNP36990	5	106634996
ipSNP36991	5	107136889
ipSNP36992	5	107136952
ipSNP36993	5	108210122
ipSNP36994	5	108783605
ipSNP36996	5	110178962
ipSNP36997	5	110179006
ipSNP36998	5	110179207
ipSNP36999	5	110181610
ipSNP37000	5	111426582
ipSNP37001	5	111997996
ipSNP37002	5	111998304
ipSNP37003	5	112382930
ipSNP37004	5	112382969
ipSNP37005	5	112382978
ipSNP37006	5	112382981
ipSNP37007	5	112634672
ipSNP37008	5	112753911
ipSNP37009	5	112925182
ipSNP37010	5	112925186
ipSNP37011	5	112925225
ipSNP37012	5	112925226
ipSNP37013	5	113730341
ipSNP37014	5	114099599
ipSNP37015	5	114630803
ipSNP37016	5	114739560
ipSNP37017	5	114739631
ipSNP37018	5	114766576
ipSNP37019	5	114770780
ipSNP37020	5	114770798
ipSNP37021	5	115146853
ipSNP37022	5	115146943
ipSNP37023	5	115147011
ipSNP37024	5	115148455
ipSNP37025	5	115585549
ipSNP37026	5	117624640
ipSNP37027	5	117624647
ipSNP37028	5	117625205
ipSNP37029	5	117930578
ipSNP37030	5	117930654
ipSNP37031	5	121753362
ipSNP37032	5	122481712
ipSNP37033	5	123343979
ipSNP37034	5	123343985
ipSNP37036	5	123630929
ipSNP37037	5	123840040
ipSNP37038	5	124159800
